Result Number,Widget,Data Source,Result Row,Source Page URL,Rawdate,Date parsed,Incident site,Jiv date raw,Jiv date parsed,Terrain,Cause,Est spill vol bbl,Cleanup status,Comments,Photo,Photo url,Jiv report,Jiv report url
25,shell_ng_spill_crawler,shell_ng_spill_crawler,25,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2012/august.html,18-Aug-12,1345244400000,24"/28" Bomu - Bonny Terminal Right of Way at Mogho,22-Aug-12,1345590000000,Land,Sabotage / Theft,398,Recovery of spilled volume commenced on 23rd August 2012 and was completed on 17th September 2012.,Initial cleanup of residual impacted area now planned for completion in December 2013.,http://s06.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/855118_28in_Bomu-Bonny_pipeline_at_Mogho_Photos.pdf,<a href="http://s06.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/855118_28in_Bomu-Bonny_pipeline_at_Mogho_Photos.pdf" target="_blank">PDF</a>,http://s08.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/855118_28in_Bomu-Bonny_pipeline_at_Mogho_JIV.pdf,<a href="http://s08.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/855118_28in_Bomu-Bonny_pipeline_at_Mogho_JIV.pdf" target="_blank">PDF</a>
26,shell_ng_spill_crawler,shell_ng_spill_crawler,26,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2012/august.html,20-Aug-12,1345417200000,12" Imo River-Ogale Trunk line at Owaza,21-Aug-12,1345503600000,Land,Sabotage / Theft,87.7,Recovery of spilled volume commenced on 21st August 2012 and was completed on 12th September 2012. Initial Cleanup of residual impacted area was completed on 16th April 2013.,Site certification now planned for December 2013.,http://s06.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/855048_12in_ImoRiver2-Ogale_pipeline_at_Owaza.pdf,<a href="http://s06.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/855048_12in_ImoRiver2-Ogale_pipeline_at_Owaza.pdf" target="_blank">PDF</a>,http://s04.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/855048_12in_ImoRiver2-Ogale_pipeline_at_Owaza_JIV.pdf,<a href="http://s04.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/855048_12in_ImoRiver2-Ogale_pipeline_at_Owaza_JIV.pdf" target="_blank">PDF</a>
27,shell_ng_spill_crawler,shell_ng_spill_crawler,27,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2012/august.html,20-Aug-12,1345417200000,36" Nkpoku - Bomu Trunkline at Eneka.,25-Aug-12,1345849200000,Land,Sabotage / Theft,1,No recoverable oil was found on site. Initial Cleanup of residual impacted area was completed on 31st October 2012.,Site certification now planned for September 2013.,http://s07.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/855191_36,<a href="http://s07.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/855191_36" target="_blank">PDF</a>,http://s07.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/855191_36,<a href="http://s07.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/855191_36" target="_blank">PDF</a>
28,shell_ng_spill_crawler,shell_ng_spill_crawler,28,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2012/august.html,22-Aug-12,1345590000000,24" Bomu - Bonny Trans Niger Pipeline at Mogho,24-Aug-12,1345762800000,Land,Sabotage / Theft,16,Recovery of spilled volume commenced on 20th August 2012.,Site Certification was completed in September 2013.,http://s05.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/856014_24in_Bomu-Bonny_pipeline_at_Mogho_Photos.pdf,<a href="http://s05.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/856014_24in_Bomu-Bonny_pipeline_at_Mogho_Photos.pdf" target="_blank">PDF</a>,http://s04.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/856014_24in_Bomu-Bonny_pipeline_at_Mogho_JIV.pdf,<a href="http://s04.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/856014_24in_Bomu-Bonny_pipeline_at_Mogho_JIV.pdf" target="_blank">PDF</a>
29,shell_ng_spill_crawler,shell_ng_spill_crawler,29,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2012/august.html,22-Aug-12,1345590000000,24" Nkpoku - Bomu Trunkline at Kira,23-Aug-12,1345676400000,Land,Sabotage / Theft,45,Recovery of spilled volume was completed on 27th August 2012. Initial Cleanup of residual impacted area was completed on 31st July 2013.,Site certification was completed on 16th August 2013.,http://s07.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/856081_24in_Nkpoku-Bomu_pipeline_at_Nonwa-Kira_Photos.pdf,<a href="http://s07.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/856081_24in_Nkpoku-Bomu_pipeline_at_Nonwa-Kira_Photos.pdf" target="_blank">PDF</a>,http://s03.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/856081_24in_Nkpoku-Bomu_pipeline_at_Nonwa-Kira_JIV.pdf,<a href="http://s03.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/856081_24in_Nkpoku-Bomu_pipeline_at_Nonwa-Kira_JIV.pdf" target="_blank">PDF</a>
30,shell_ng_spill_crawler,shell_ng_spill_crawler,30,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2012/august.html,23-Aug-12,1345676400000,36" Nkpoku - Bomu Trans Niger Pipeline at Agbonchia,26-Aug-12,1345935600000,Land,Sabotage / Theft,3.5,No recoverable oil was found on site,Site certification was completed on 30th May 2013.,http://s08.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/856528_36,<a href="http://s08.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/856528_36" target="_blank">PDF</a>,http://s07.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/856528_36in_Nkpoku-Bomu_TransNigerPipeline_at_Agbonchia_JIV.pdf,<a href="http://s07.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/856528_36in_Nkpoku-Bomu_TransNigerPipeline_at_Agbonchia_JIV.pdf" target="_blank">PDF</a>
31,shell_ng_spill_crawler,shell_ng_spill_crawler,31,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2012/august.html,24-Aug-12,1345762800000,Imo River 3 Well 56S flow line right of way (RoW) at Etitioha,26-Aug-12,1345935600000,Land,Sabotage / Theft,2,Recovery completed on 5th September 2012.,Initial cleanup of residual impacted area now planned for completion in January 2013.,http://s04.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/857063_Well_56S_flowline_right_of_way_(RoW)_at_Etitioha.pdf,<a href="http://s04.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/857063_Well_56S_flowline_right_of_way_(RoW)_at_Etitioha.pdf" target="_blank">PDF</a>,http://s04.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/857063_Well_56S_flowline_right_of_way_(ROW)_at_Etitioha_JIV.pdf,<a href="http://s04.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/857063_Well_56S_flowline_right_of_way_(ROW)_at_Etitioha_JIV.pdf" target="_blank">PDF</a>
32,shell_ng_spill_crawler,shell_ng_spill_crawler,32,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2012/august.html,25-Aug-12,1345849200000,Bukuma Well 8 at Bukuma,29-Aug-12,1346194800000,Water,Sabotage / Theft,0.03,No recoverable oil was found on site. Cleanup of residual impacted area was completed on 25th June 2013.,Site certification planned for December 2013.,http://s06.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/857258_Bukuma_Well_8_at_Bukuma.pdf,<a href="http://s06.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/857258_Bukuma_Well_8_at_Bukuma.pdf" target="_blank">PDF</a>,http://s08.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/857258_Bukuma_Well%208_at_Bukuma_JIV.pdf,<a href="http://s08.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/857258_Bukuma_Well 8_at_Bukuma_JIV.pdf" target="_blank">PDF</a>
33,shell_ng_spill_crawler,shell_ng_spill_crawler,33,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2012/august.html,26-Aug-12,1345935600000,SBM2 at Forcados Crude Loading Platform,26-Aug-12,1345935600000,Water,Operational,3.3,No recoverable oil was found on site.,JIV commenced on 26th August 2012 and was concluded on 28th September 2012. Delay due to need for special equipment to expose the leak point. JIV recommended that no further cleanup action was required. Closed.,http://s05.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/857601_Forcados%20Terminal%20SBM2%20at%20Ogulagha.pdf,<a href="http://s05.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/857601_Forcados Terminal SBM2 at Ogulagha.pdf" target="_blank">PDF</a>,http://s02.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/857601_Forcados%20Terminal%20SBM2%20at%20Ogulagha_JIV.pdf,<a href="http://s02.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/857601_Forcados Terminal SBM2 at Ogulagha_JIV.pdf" target="_blank">PDF</a>
34,shell_ng_spill_crawler,shell_ng_spill_crawler,34,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2012/august.html,27-Aug-12,1346022000000,8" Isimiri - Imo Gate delivery line at Obiakpu,29-Aug-12,1346194800000,Land,Sabotage / Theft,55.5,Recovery of spilled volume commenced on 30th August 2012 and was completed on 3rd September 2012. Initial Cleanup of residual impacted area was completed on 27th September 2012.,Site Certification planned for January 2013.,http://s02.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/858102_8,<a href="http://s02.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/858102_8" target="_blank">PDF</a>,http://s01.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/858102_8in_Isimiri-Imo_Gate_at_Obiakpu_JIV.pdf,<a href="http://s01.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/858102_8in_Isimiri-Imo_Gate_at_Obiakpu_JIV.pdf" target="_blank">PDF</a>
35,shell_ng_spill_crawler,shell_ng_spill_crawler,35,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2012/august.html,27-Aug-12,1346022000000,16'' Eriemu - Ughelli Pumping Station Pipeline at Iwhremaro,27-Aug-12,1346022000000,Land,Sabotage / Theft,311.3,Recovery of spilled volume commenced on 27th August 2012.,Recovery activity stalled by the Community on 28th August 2012 and resolved on 31st August 2012. Initial cleanup of residual impacted area planned for completion in January 2013.,http://s08.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/857730_16in_Eriemu-UPS_trunkline_at_Iwhremaro_Photos.pdf,<a href="http://s08.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/857730_16in_Eriemu-UPS_trunkline_at_Iwhremaro_Photos.pdf" target="_blank">PDF</a>,http://s03.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/857730_16in_Eriemu-UPS_trunkline_at_Iwhremaro_JIV.pdf,<a href="http://s03.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/857730_16in_Eriemu-UPS_trunkline_at_Iwhremaro_JIV.pdf" target="_blank">PDF</a>
36,shell_ng_spill_crawler,shell_ng_spill_crawler,36,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2012/august.html,27-Aug-12,1346022000000,Obigbo Flowline Gathering Manifold at Umuwalia,29-Aug-12,1346194800000,Land,Operational,1,No recoverable oil was found on site. Initial Cleanup of residual impacted area was completed on 30th November 2012. Remediation was completed on 4th June 2013.,Overall schedule impacted by community contracting and the rainy season. Site Certification completed on 30th July 2013.,http://s06.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/858521_Obigbo%20flowline%20gathering%20manifold%20at%20Umuwalia.pdf,<a href="http://s06.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/858521_Obigbo flowline gathering manifold at Umuwalia.pdf" target="_blank">PDF</a>,http://s06.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/858521_Obigbo_Flowline_Gathering_Manifold_At_Umuwalia_JIV.pdf,<a href="http://s06.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/858521_Obigbo_Flowline_Gathering_Manifold_At_Umuwalia_JIV.pdf" target="_blank">PDF</a>
37,shell_ng_spill_crawler,shell_ng_spill_crawler,37,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2012/august.html,28-Aug-12,1346108400000,12'' Afiesere - Eriemu Delivery line at Emeragha,28-Aug-12,1346108400000,Land,Operational,386,Recovery of spilled volume commenced on 4th September 2012.,JIV commenced on 28th August and was concluded on 29th August 2012. Initial cleanup of residual impacted area planned for completion in January 2013. Overall schedule considers community contracting and the rainy season.,http://s07.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/858503_12%20inch%20Afiesere%20-%20Eriemu%20Delivery%20line%20at%20Emeragha.pdf,<a href="http://s07.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/858503_12 inch Afiesere - Eriemu Delivery line at Emeragha.pdf" target="_blank">PDF</a>,http://s08.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/858503_12%20inch%20Afiesere_Eriemu%20Delivery_Line%20at%20Emeragha_JIV.pdf,<a href="http://s08.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/858503_12 inch Afiesere_Eriemu Delivery_Line at Emeragha_JIV.pdf" target="_blank">PDF</a>
38,shell_ng_spill_crawler,shell_ng_spill_crawler,38,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2012/august.html,30-Aug-12,1346281200000,Nembe Creek Well 39S Flowline at Kenkiamabogo,31-Aug-12,1346367600000,Swamp,Operational,1,No recoverable oil was found on site.,JIV commenced on 31st August 2012 then continued on 12th through 13th September 2012 following deployment of equipment to expose the line and determine the cause of spill. JIV recommended that no further cleanup action was required. Closed. Site certification was completed on 30th November 2012.,http://s05.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/860000_Nembe%202%20Well%2039S%20flowline%20at%20Kenkiamabogo.pdf,<a href="http://s05.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/860000_Nembe 2 Well 39S flowline at Kenkiamabogo.pdf" target="_blank">PDF</a>,http://s07.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/860000_Nembe%202%20Well%2039S%20Flowline%20At%20Kenkiamabogo_JIV.pdf,<a href="http://s07.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/860000_Nembe 2 Well 39S Flowline At Kenkiamabogo_JIV.pdf" target="_blank">PDF</a>
39,shell_ng_spill_crawler,shell_ng_spill_crawler,39,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2012/august.html,31-Aug-12,1346367600000,Nkali Well 10L flow line Right of Way,01-Sep-12,1346454000000,Land,Sabotage / Theft,4.1,No recoverable oil was found on site. Initial Cleanup of residual impacted area was completed on 20th December 2012.,Remediation is ongoing Site Certification planned for February 2013.,http://s00.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/861297_Nkali_well_10L_flowline.pdf,<a href="http://s00.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/861297_Nkali_well_10L_flowline.pdf" target="_blank">PDF</a>,http://s03.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/861297_Nkali_well_10L_flowline_JIV.pdf,<a href="http://s03.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/861297_Nkali_well_10L_flowline_JIV.pdf" target="_blank">PDF</a>
40,shell_ng_spill_crawler,shell_ng_spill_crawler,40,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2012/may.html,1-May-12,1335826800000,16" Nun-River - Kolo Creek Pipeline at Aguobiri,5-May-12,1336172400000,Swamp,Sabotage / Theft,937.3,Containment in place. Recovery of spilled volume commenced on 9th May 2012. Initial cleanup of residual impacted area was completed 27th July 2012 and Remediation completed 15th August 2012.,Site certification completed on 19th September 2012.,http://s04.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/809483_16in_NunRiver-Kolocreek_pipeline_at_Aguobiri_Photos.pdf,<a href="http://s04.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/809483_16in_NunRiver-Kolocreek_pipeline_at_Aguobiri_Photos.pdf" target="_blank">PDF</a>,http://s07.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/809483_16in_NunRiver-Kolocreek_pipeline_at_Aguobiri_JIV.pdf,<a href="http://s07.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/809483_16in_NunRiver-Kolocreek_pipeline_at_Aguobiri_JIV.pdf" target="_blank">PDF</a>
41,shell_ng_spill_crawler,shell_ng_spill_crawler,41,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2012/may.html,3-May-12,1335999600000,16'' Eriemu - UPS Pipeline at Ekrejebor,4-May-12,1336086000000,Land,Sabotage / Theft,1251.7,Recovery of spilled volume commenced on 4th May 2012 and was completed on 25th May 2012. Remediation was completed on 13th December 2012..,Site Certification completed on 5th February 2013.,http://s00.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/810132_16in_Eriemu-UPS_pipeline_at_Ekrejebor_Photos.pdf,<a href="http://s00.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/810132_16in_Eriemu-UPS_pipeline_at_Ekrejebor_Photos.pdf" target="_blank">PDF</a>,http://s08.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/810132_16in_Eriemu-UPS_pipeline_at_Ekrejebor_JIV.pdf,<a href="http://s08.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/810132_16in_Eriemu-UPS_pipeline_at_Ekrejebor_JIV.pdf" target="_blank">PDF</a>
